6159,OBJECT,MISSION_TIME,PACKET_CNT,ALTITUDE,PRESSURE,SPEED,TEMP,VOLTAGE,HEADING,SOFTWARE_STATE
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
6159,CONTAINER,11,6,-0.7,0.0,0.0,25.0,0.1,0.0,1
